0.0483295510,0.0090984218,0.7844824446,-0.0212974126,-0.0123541754,-0.0124958466,0.9996187515,0.0771054989,0.1332438697,0.2480753682,0.1422267107,-0.2065970916,0.0117501437,0.1112616730,0.0116206610,0.1128987985,-0.0045769400,-0.0861251566,0.0196715116,-0.0152986806,0.0493267972,0.0000000000,0.5312328324,-0.0291476651,0.1439559335,0.4375828747,0.0000000000,0.0000000000,0.0000000000,0.3018926349,-0.0734360824,0.1084132688,0.8497703151,0.0000000000,0.0000000000,0.0000000000
0.0500532457,0.0120524307,0.7840836452,-0.0180464013,-0.0220430980,-0.0053139660,0.9995800073,0.0809580893,0.1231769884,0.2393960729,0.1783363195,-0.2151523482,0.0124547093,0.1393916895,-0.0039834330,0.1022119933,-0.0116721137,-0.0839711845,0.0151831049,-0.0165421689,0.0440398042,0.0000000000,0.5363219853,-0.0322734194,0.1427458299,0.4459570978,0.0000000000,0.0000000000,0.0000000000,0.3069972726,-0.0703508660,0.0711348717,0.8439921264,0.0000000000,0.0000000000,0.0000000000
0.0519364561,0.0151677471,0.7836289146,-0.0140691969,-0.0244492065,-0.0018623245,0.9996003330,0.0730329478,0.1132578262,0.2358169226,0.2112271268,-0.2245820796,0.0120455998,0.1497242429,-0.0197883769,0.0906359864,-0.0146411596,-0.0873107536,0.0112667872,-0.0169715257,0.0403668619,0.0000000000,0.5403498457,-0.0362304539,0.1394365544,0.4514493256,0.0000000000,0.0000000000,0.0000000000,0.3092025374,-0.0674926857,0.0375410411,0.8369123354,0.0000000000,0.0000000000,0.0000000000
0.0541277578,0.0185478442,0.7830317696,-0.0099842928,-0.0189501743,-0.0024412304,0.9997675956,0.0524654230,0.1047853187,0.2384765698,0.2399672093,-0.2352078357,0.0104463467,0.1390733946,-0.0349409934,0.0759882181,-0.0098058756,-0.0984723399,0.0083457241,-0.0160478456,0.0386812933,0.0000000000,0.5433340425,-0.0407140409,0.1338381981,0.4533123554,0.0000000000,0.0000000000,0.0000000000,0.3078243805,-0.0650608833,0.0094219099,0.8280811312,0.0000000000,0.0000000000,0.0000000000
0.0567552403,0.0222089362,0.7821923830,-0.0075153974,-0.0111946312,-0.0038959108,0.9999015056,0.0286562688,0.1000673988,0.2445823702,0.2655002235,-0.2467034016,0.0085404827,0.1179875157,-0.0476982535,0.0554976861,0.0059397670,-0.1168553967,0.0065953152,-0.0138112649,0.0382450462,0.0000000000,0.5465334450,-0.0443774781,0.1271641601,0.4526076673,0.0000000000,0.0000000000,0.0000000000,0.3047942427,-0.0633143102,-0.0133186397,0.8181512018,0.0000000000,0.0000000000,0.0000000000
0.0599237537,0.0260577175,0.7810129920,-0.0078924503,-0.0068434079,-0.0027714364,0.9999415964,0.0113580668,0.1006009871,0.2507716573,0.2886312356,-0.2585426510,0.0071485221,0.0975079628,-0.0570674952,0.0277896103,0.0350640174,-0.1413846285,0.0058852667,-0.0108636217,0.0381726078,0.0000000000,0.5514705587,-0.0458431315,0.1201714229,0.4503011065,0.0000000000,0.0000000000,0.0000000000,0.3030496020,-0.0624862417,-0.0313006834,0.8081732355,0.0000000000,0.0000000000,0.0000000000
0.0637222931,0.0299048064,0.7794249203,-0.0105059547,-0.0067218954,0.0016985276,0.9999207749,0.0032163545,0.1050395611,0.2558575012,0.3091669060,-0.2704784945,0.0062799491,0.0792974008,-0.0645786795,-0.0061244468,0.0791547449,-0.1716523965,0.0058466847,-0.0080256307,0.0378106049,0.0000000000,0.5587088604,-0.0445054570,0.1124551053,0.4463458124,0.0000000000,0.0000000000,0.0000000000,0.3045196321,-0.0625008395,-0.0447945200,0.7985692193,0.0000000000,0.0000000000,0.0000000000
0.0682327324,0.0335189179,0.7774186648,-0.0130752784,-0.0078698246,0.0074698241,0.9998556419,0.0010327424,0.1092673185,0.2606169459,0.3266970803,-0.2824886718,0.0054256213,0.0575712743,-0.0743197425,-0.0436573009,0.1388218587,-0.2068338430,0.0060870022,-0.0061085844,0.0363779534,0.0000000000,0.5676011152,-0.0405730271,0.1032421511,0.4403602116,0.0000000000,0.0000000000,0.0000000000,0.3094599623,-0.0630376357,-0.0539127118,0.7889589076,0.0000000000,0.0000000000,0.0000000000
0.0735372288,0.0367067891,0.7750659677,-0.0131624753,-0.0078083728,0.0119898128,0.9998109936,0.0014514285,0.1089456280,0.2657734795,0.3413304878,-0.2943959920,0.0043414954,0.0270371032,-0.0907778696,-0.0820967641,0.2135804406,-0.2443701620,0.0063278300,-0.0058963754,0.0329257421,0.0000000000,0.5770710961,-0.0345993630,0.0921888961,0.4323772948,0.0000000000,0.0000000000,0.0000000000,0.3173035843,-0.0640708232,-0.0590255497,0.7789889101,0.0000000000,0.0000000000,0.0000000000
0.0797278992,0.0393879204,0.7725233260,-0.0098599477,-0.0067572315,0.0144329630,0.9998243900,0.0040743958,0.1023048003,0.2705323211,0.3532656153,-0.3057774799,0.0033077658,-0.0125491632,-0.1158824727,-0.1195078635,0.3009239172,-0.2800876947,0.0063654045,-0.0080919262,0.0271018606,0.0000000000,0.5863130013,-0.0270614829,0.0793975723,0.4227098464,0.0000000000,0.0000000000,0.0000000000,0.3277386453,-0.0660634824,-0.0607391365,0.7690647157,0.0000000000,0.0000000000,0.0000000000
